cop,cf,temp,cf_orig,heating load (mmbtu),heating load (ton),heating load/cf_orig,heating_load/cf
2.913,0.848,33.8,0.84768,2.46140282,205.1169017,241.9744499,241.8831388
2.913,0.848,33.8,0.84768,2.34793895,195.6615792,230.8200962,230.7329943
2.829,0.827,32,0.8268,2.38447,198.7058333,240.3311966,240.2730754
2.746,0.806,30.2,0.80592,2.66598571,222.1654758,275.6669097,275.6395482
2.829,0.827,32,0.8268,3.0264235,252.2019583,305.0338151,304.9600464
2.829,0.827,32,0.8268,3.24624738,270.520615,327.1899069,327.1107799
2.829,0.827,32,0.8268,3.24154018,270.1283483,326.7154673,326.6364551
2.829,0.827,32,0.8268,3.52035424,293.3628533,354.8171908,354.7313825
2.829,0.827,32,0.8268,3.7917476,315.9789667,382.1709805,382.078557
2.829,0.827,32,0.8268,0.20207228,16.83935667,20.36690453,20.36197904
2.829,0.827,32,0.8268,0.93178026,77.648355,93.91431422,93.89160218
2.746,0.806,30.2,0.80592,1.04475785,87.06315417,108.0295242,108.0188017
2.663,0.785,28.4,0.78504,1.51432123,126.1934358,160.7477782,160.7559692
2.663,0.785,28.4,0.78504,1.31697762,109.748135,139.7994179,139.8065414
2.663,0.785,28.4,0.78504,1.60187551,133.4896258,170.0418142,170.0504788
2.663,0.785,28.4,0.78504,1.43068212,119.22351,151.8693442,151.8770828
2.58,0.764,26.6,0.76416,1.66813832,139.0115267,181.9141628,181.95226
2.497,0.743,24.8,0.74328,4.38833348,365.6944567,492.0009373,492.1863481
2.497,0.743,24.8,0.74328,5.45541102,454.617585,611.6370479,611.8675437
2.663,0.785,28.4,0.78504,3.38039304,281.69942,358.8344798,358.8527643
2.829,0.827,32,0.8268,2.62445985,218.7049875,264.5198204,264.4558495
2.913,0.848,33.8,0.84768,2.37159598,197.6329983,233.1457606,233.0577811
2.996,0.869,35.6,0.86856,2.16362599,180.3021658,207.5874618,207.4823542
3.079,0.889,37.4,0.88944,2.24174437,186.8120308,210.033314,210.1372675
3.079,0.889,37.4,0.88944,2.22241226,185.2010217,208.2220517,208.3251087
2.996,0.869,35.6,0.86856,2.24683787,187.2364892,215.5711628,215.4620128
2.913,0.848,33.8,0.84768,2.28648211,190.5401758,224.7784256,224.6936036
2.829,0.827,32,0.8268,2.32217018,193.5141817,234.0519856,233.9953829
2.829,0.827,32,0.8268,2.48986872,207.48906,250.9543541,250.8936638
2.829,0.827,32,0.8268,2.73459565,227.8829708,275.6204292,275.5537737
2.829,0.827,32,0.8268,2.79027978,232.523315,281.2328435,281.1648307
2.829,0.827,32,0.8268,3.04629333,253.8577775,307.0364992,306.9622461
2.829,0.827,32,0.8268,3.32632647,277.1938725,335.261094,335.1800151
2.829,0.827,32,0.8268,0.12832992,10.69416,12.93439768,12.93126965
2.829,0.827,32,0.8268,0.76771164,63.97597,77.377806,77.35909311
2.829,0.827,32,0.8268,0.92532878,77.11073167,93.2640683,93.2415135
2.829,0.827,32,0.8268,1.6539623,137.8301917,166.703183,166.6628678
2.829,0.827,32,0.8268,1.38182794,115.1523283,139.2747077,139.2410258
2.746,0.806,30.2,0.80592,1.93972193,161.6434942,200.5701486,200.5502409
2.829,0.827,32,0.8268,1.57598165,131.3318042,158.843498,158.8050836
2.829,0.827,32,0.8268,2.24781042,187.317535,226.5572508,226.5024607
2.829,0.827,32,0.8268,4.70634981,392.1958175,474.3539157,474.2391989
2.829,0.827,32,0.8268,6.83545254,569.621045,688.9465953,688.7799819
2.829,0.827,32,0.8268,4.28450273,357.0418942,431.8358662,431.7314319
2.829,0.827,32,0.8268,3.16739512,263.9495933,319.2423722,319.1651673
2.829,0.827,32,0.8268,2.34384734,195.3206117,236.2368308,236.1796997
2.913,0.848,33.8,0.84768,1.75782489,146.4854075,172.8074362,172.7422258
2.996,0.869,35.6,0.86856,1.52909377,127.4244808,146.7077471,146.6334647
2.996,0.869,35.6,0.86856,1.24916284,104.0969033,119.8499854,119.7893019
2.996,0.869,35.6,0.86856,0.98503424,82.08618667,94.50836634,94.460514
2.913,0.848,33.8,0.84768,0.95124639,79.2705325,93.5146901,93.47940153
2.829,0.827,32,0.8268,1.1526022,96.05018333,116.1710006,116.1429061
2.829,0.827,32,0.8268,1.49725732,124.7714433,150.9088574,150.872362
2.829,0.827,32,0.8268,1.75746701,146.4555842,177.1354429,177.0926048
2.829,0.827,32,0.8268,1.76991446,147.4928717,178.3900238,178.3468823
2.829,0.827,32,0.8268,1.96905763,164.0881358,198.4617027,198.4137072
2.829,0.827,32,0.8268,2.15572424,179.6436867,217.2758668,217.2233212
2.829,0.827,32,0.8268,0.04645291,3.871075833,4.681997863,4.680865578
2.829,0.827,32,0.8268,0.19232517,16.0270975,19.38449141,19.37980351
2.829,0.827,32,0.8268,0.34161499,28.46791583,34.4314415,34.42311467
2.746,0.806,30.2,0.80592,0.65278905,54.3990875,67.49936408,67.49266439
2.746,0.806,30.2,0.80592,0.84909835,70.75819583,87.7980393,87.78932486
2.746,0.806,30.2,0.80592,1.08244764,90.20397,111.9267049,111.9155955
2.746,0.806,30.2,0.80592,1.22047448,101.7062067,126.1988866,126.1863606
2.746,0.806,30.2,0.80592,1.42082248,118.4018733,146.9151694,146.9005873
2.746,0.806,30.2,0.80592,4.56291409,380.2428408,471.8121412,471.7653112
2.829,0.827,32,0.8268,4.73387099,394.4892492,477.1277808,477.0123932
2.829,0.827,32,0.8268,2.49825062,208.1875517,251.7991675,251.7382729
2.913,0.848,33.8,0.84768,1.49798516,124.8320967,147.2632322,147.2076612
2.996,0.869,35.6,0.86856,0.98647249,82.20604083,94.64635815,94.59843594
2.996,0.869,35.6,0.86856,0.66047839,55.03986583,63.36910039,63.33701477
3.079,0.889,37.4,0.88944,0.64136114,53.44676167,60.09035086,60.12009186
2.996,0.869,35.6,0.86856,0.49612136,41.34344667,47.59998925,47.57588799
2.996,0.869,35.6,0.86856,0.38348636,31.95719667,36.79330923,36.77467971
2.913,0.848,33.8,0.84768,0.37709508,31.42459,37.07128869,37.05729953
2.829,0.827,32,0.8268,0.50631991,42.19332583,51.03208253,51.01974103
2.829,0.827,32,0.8268,0.69229535,57.69127917,69.77658341,69.75970879
2.829,0.827,32,0.8268,0.95784672,79.82056,96.54155781,96.5182104
2.829,0.827,32,0.8268,1.06186107,88.4884225,107.0251844,106.9993017
2.663,0.785,28.4,0.78504,1.359136,113.2613333,144.2746017,144.2819533
2.58,0.764,26.6,0.76416,1.44322401,120.2686675,157.3867613,157.4197219
2.58,0.764,26.6,0.76416,0,0,0,0
2.497,0.743,24.8,0.74328,0,0,0,0
2.497,0.743,24.8,0.74328,0.09219006,7.682505,10.33595011,10.33984522
2.497,0.743,24.8,0.74328,0.0925936,7.716133333,10.38119327,10.38510543
2.414,0.722,23,0.7224,0.12022214,10.01851167,13.86837163,13.87605494
2.414,0.722,23,0.7224,0.13140462,10.950385,15.15834025,15.16673823
2.414,0.722,23,0.7224,0.1584149,13.20124167,18.27414406,18.28426824
2.414,0.722,23,0.7224,0.19227086,16.02257167,22.17963963,22.19192752
2.414,0.722,23,0.7224,3.69222202,307.6851683,425.9207757,426.1567428
2.497,0.743,24.8,0.74328,2.44498795,203.7489958,274.121456,274.2247589
2.663,0.785,28.4,0.78504,1.68384703,140.3205858,178.7432307,178.7523386
2.829,0.827,32,0.8268,1.44012218,120.0101817,145.1501955,145.1150927
2.829,0.827,32,0.8268,1.46383126,121.9859383,147.5398383,147.5041576
2.913,0.848,33.8,0.84768,1.46514265,122.0952208,144.0345659,143.9802132
2.913,0.848,33.8,0.84768,1.41846601,118.2055008,139.4459004,139.3932793
2.913,0.848,33.8,0.84768,1.4021387,116.8448917,137.8408027,137.7887873
2.829,0.827,32,0.8268,2.04894812,170.7456767,206.5138808,206.4639379
2.746,0.806,30.2,0.80592,2.21529974,184.6083117,229.0653063,229.0425703
2.663,0.785,28.4,0.78504,2.35176229,195.9801908,249.6435734,249.6562941
2.58,0.764,26.6,0.76416,2.65921793,221.6014942,289.9935801,290.0543117
2.497,0.743,24.8,0.74328,0,0,0,0
2.497,0.743,24.8,0.74328,0,0,0,0
2.497,0.743,24.8,0.74328,0.07601432,6.334526667,8.522396226,8.525607896
2.497,0.743,24.8,0.74328,0.08367946,6.973288333,9.381778513,9.385314042
2.497,0.743,24.8,0.74328,0.19990025,16.65835417,22.41194996,22.42039592
2.497,0.743,24.8,0.74328,0.27602429,23.00202417,30.94664752,30.95830978
2.497,0.743,24.8,0.74328,0.72016877,60.01406417,80.74220236,80.7726301
2.497,0.743,24.8,0.74328,0.63476864,52.89738667,71.16750978,71.1943293
2.497,0.743,24.8,0.74328,0.88533869,73.77822417,99.26033819,99.2977445
2.497,0.743,24.8,0.74328,0.80854204,67.37850333,90.65023051,90.6843921
2.497,0.743,24.8,0.74328,1.0750197,89.584975,120.5265512,120.5719717
2.497,0.743,24.8,0.74328,0.92045518,76.70459833,103.1974469,103.2363369
2.497,0.743,24.8,0.74328,1.14423368,95.35280667,128.2865228,128.3348677
2.58,0.764,26.6,0.76416,0.8913007,74.27505833,97.19830707,97.21866274
2.663,0.785,28.4,0.78504,1.08041784,90.03482,114.6881942,114.6940382
2.829,0.827,32,0.8268,0.8146684,67.88903333,82.110587,82.09072954
2.829,0.827,32,0.8268,0.9868688,82.23906667,99.46669892,99.4426441
2.829,0.827,32,0.8268,0.78023496,65.01958,78.64003387,78.62101572
2.829,0.827,32,0.8268,1.04207706,86.839755,105.0311502,105.0057497
2.829,0.827,32,0.8268,0.82995242,69.16270167,83.65106636,83.63083636
2.829,0.827,32,0.8268,1.13681304,94.73442,114.5796081,114.5518984
2.829,0.827,32,0.8268,0.98212774,81.84397833,98.98884656,98.9649073
2.746,0.806,30.2,0.80592,1.33192198,110.9934983,137.7227248,137.709055
2.746,0.806,30.2,0.80592,1.17280048,97.73337333,121.2693237,121.257287
2.746,0.806,30.2,0.80592,1.53860646,128.217205,159.0942091,159.0784181
2.746,0.806,30.2,0.80592,1.439276,119.9396667,148.823291,148.8085194
2.746,0.806,30.2,0.80592,1.71583422,142.986185,177.4198245,177.4022146
2.746,0.806,30.2,0.80592,1.57716101,131.4300842,163.0808072,163.0646206
2.746,0.806,30.2,0.80592,1.8421822,153.5151833,190.4843946,190.465488
2.746,0.806,30.2,0.80592,1.80952296,150.79358,187.1073804,187.0888089
2.746,0.806,30.2,0.80592,2.02973942,169.1449517,209.8780917,209.8572601
2.746,0.806,30.2,0.80592,1.82964389,152.4703242,189.1879146,189.1691367
2.829,0.827,32,0.8268,1.94900953,162.4174608,196.4410508,196.3935439
2.829,0.827,32,0.8268,1.81061616,150.88468,182.4923561,182.4482225
2.829,0.827,32,0.8268,1.92419475,160.3495625,193.9399643,193.8930623
2.829,0.827,32,0.8268,1.78276225,148.5635208,179.684955,179.6415004
2.829,0.827,32,0.8268,6.50261891,541.8849092,655.4002288,655.2417281
2.829,0.827,32,0.8268,6.61904742,551.587285,667.135081,666.9737424
2.829,0.827,32,0.8268,4.28796594,357.330495,432.1849238,432.0804051
2.829,0.827,32,0.8268,3.50184475,291.8203958,352.9516157,352.8662586
2.829,0.827,32,0.8268,3.05312421,254.4270175,307.7249849,307.6505653
2.829,0.827,32,0.8268,2.67711601,223.0930008,269.827045,269.7617906
2.913,0.848,33.8,0.84768,2.62128511,218.4404258,257.6920841,257.5948418
2.913,0.848,33.8,0.84768,2.23006374,185.838645,219.2320746,219.1493455
2.913,0.848,33.8,0.84768,2.12040108,176.70009,208.4514086,208.3727476
2.913,0.848,33.8,0.84768,2.08397226,173.664355,204.870181,204.7928715
2.829,0.827,32,0.8268,2.07965828,173.3048567,209.6091638,209.5584724
2.829,0.827,32,0.8268,2.29630553,191.3587942,231.4450824,231.3891102
2.829,0.827,32,0.8268,2.7675867,230.632225,278.9456035,278.8781439
2.746,0.806,30.2,0.80592,2.73604217,228.0035142,282.9108524,282.8827719
2.663,0.785,28.4,0.78504,3.07682558,256.4021317,326.6102768,326.6269193
2.663,0.785,28.4,0.78504,3.51621565,293.0179708,373.2522812,373.2713004
2.663,0.785,28.4,0.78504,0.13277732,11.06477667,14.09453871,14.0952569
2.58,0.764,26.6,0.76416,0.73656033,61.3800275,80.32352845,80.34035013
2.58,0.764,26.6,0.76416,1.02306168,85.25514,111.5671325,111.5904974
2.58,0.764,26.6,0.76416,1.41142939,117.6191158,153.9194878,153.9517223
2.663,0.785,28.4,0.78504,1.37586334,114.6552783,146.0502374,146.0576794
2.663,0.785,28.4,0.78504,1.68609144,140.50762,178.9814787,178.9905987
2.663,0.785,28.4,0.78504,1.63012605,135.8438375,173.0406572,173.0494745
2.663,0.785,28.4,0.78504,1.83225799,152.6881658,194.4973069,194.5072176
2.663,0.785,28.4,0.78504,5.04630372,420.52531,535.6737364,535.7010318
2.746,0.806,30.2,0.80592,5.91002837,492.5023642,611.1057725,611.0451168
2.829,0.827,32,0.8268,4.0175273,334.7939417,404.9273605,404.8294337
2.829,0.827,32,0.8268,3.4119168,284.3264,343.88776,343.8045949
2.829,0.827,32,0.8268,2.96006093,246.6717442,298.3451187,298.2729676
2.913,0.848,33.8,0.84768,2.71814232,226.51186,267.2138779,267.1130425
2.913,0.848,33.8,0.84768,2.85417985,237.8483208,280.5873925,280.4815104
2.996,0.869,35.6,0.86856,2.73636507,228.0304225,262.5384804,262.4055495
2.913,0.848,33.8,0.84768,2.5140818,209.5068167,247.1531907,247.0599253
2.913,0.848,33.8,0.84768,2.43150707,202.6255892,239.0354723,238.9452702
2.913,0.848,33.8,0.84768,2.46280978,205.2341483,242.1127646,242.0214013
2.829,0.827,32,0.8268,2.48295937,206.9132808,250.2579594,250.1974375
2.829,0.827,32,0.8268,2.65469726,221.2247717,267.5674548,267.5027469
2.829,0.827,32,0.8268,2.67474084,222.89507,269.5876512,269.5224547
2.829,0.827,32,0.8268,3.09140083,257.6167358,311.5828929,311.5075403
2.829,0.827,32,0.8268,3.34343449,278.6195408,336.9854147,336.9039188
2.829,0.827,32,0.8268,0.11416453,9.513710833,11.50666526,11.50388251
2.829,0.827,32,0.8268,0.79568643,66.3072025,80.19739054,80.17799577
2.829,0.827,32,0.8268,1.0041229,83.67690833,101.205743,101.1812676
2.746,0.806,30.2,0.80592,1.82563511,152.1362592,188.7734008,188.754664
2.663,0.785,28.4,0.78504,1.50741621,125.6180175,160.0147986,160.0229522
2.58,0.764,26.6,0.76416,2.16353322,180.294435,235.9380693,235.9874804
2.58,0.764,26.6,0.76416,1.62327005,135.2725042,177.021179,177.0582515
2.497,0.743,24.8,0.74328,2.3766594,198.05495,266.460755,266.5611709
2.414,0.722,23,0.7224,4.94662236,412.21853,570.6236573,570.9397922
2.33,0.702,21.2,0.70152,8.2872614,690.6051167,984.4410946,983.7679725
2.414,0.722,23,0.7224,4.56692099,380.5767492,526.8227425,527.114611
2.414,0.722,23,0.7224,3.2846791,273.7232583,378.9081649,379.1180863
2.497,0.743,24.8,0.74328,2.77070603,230.8921692,310.639556,310.7566207
2.497,0.743,24.8,0.74328,2.30046519,191.7054325,257.9181903,258.0153869
2.497,0.743,24.8,0.74328,2.02442841,168.7023675,226.9701425,227.0556763
2.497,0.743,24.8,0.74328,1.71251895,142.7099125,192.0002052,192.0725606
2.497,0.743,24.8,0.74328,1.67278339,139.3986158,187.5452263,187.6159029
2.414,0.722,23,0.7224,1.81708316,151.4235967,209.6118448,209.7279732
2.414,0.722,23,0.7224,2.1057826,175.4818833,242.9151209,243.0496999
2.33,0.702,21.2,0.70152,2.68579825,223.8165208,319.0451033,318.8269528
2.33,0.702,21.2,0.70152,3.92101968,326.75164,465.7766564,465.4581766
2.247,0.681,19.4,0.68064,4.08461078,340.3842317,500.0943695,499.8300024
2.247,0.681,19.4,0.68064,4.11084558,342.570465,503.3063955,503.0403304
2.164,0.66,17.6,0.65976,4.35951765,363.2931375,550.644382,550.4441477
2.164,0.66,17.6,0.65976,0.38222318,31.85193167,48.27805818,48.26050253
2.081,0.639,15.8,0.63888,0.91489266,76.241055,119.3354855,119.3130751
2.081,0.639,15.8,0.63888,0.99678348,83.06529,130.0170455,129.9926291
1.998,0.618,14,0.618,1.56414954,130.345795,210.9155259,210.9155259
1.998,0.618,14,0.618,1.42712441,118.9270342,192.4385666,192.4385666
1.998,0.618,14,0.618,1.96864252,164.0535433,265.458808,265.458808
1.998,0.618,14,0.618,1.67984714,139.9872617,226.5166046,226.5166046
1.998,0.618,14,0.618,2.25853326,188.211105,304.5487136,304.5487136
2.081,0.639,15.8,0.63888,4.76541465,397.1178875,621.584472,621.4677426
2.081,0.639,15.8,0.63888,9.52773573,793.9779775,1242.765429,1242.532046
2.081,0.639,15.8,0.63888,4.21696129,351.4134408,550.0460819,549.9427869
2.164,0.66,17.6,0.65976,2.76772927,230.6441058,349.5878893,349.4607664
2.164,0.66,17.6,0.65976,2.26934419,189.1120158,286.6375892,286.5333573
2.247,0.681,19.4,0.68064,1.68318776,140.2656467,206.079053,205.9701126
2.247,0.681,19.4,0.68064,1.40379465,116.9828875,171.8718963,171.7810389
2.33,0.702,21.2,0.70152,1.23383581,102.8196508,146.5669558,146.4667391
2.33,0.702,21.2,0.70152,1.14103076,95.08589667,135.542674,135.4499953
2.247,0.681,19.4,0.68064,1.22885246,102.4043717,150.4530613,150.3735267
2.247,0.681,19.4,0.68064,1.46354474,121.9620617,179.1873261,179.0926016
2.164,0.66,17.6,0.65976,1.81654001,151.3783342,229.4445468,229.3611124
2.164,0.66,17.6,0.65976,2.35486683,196.2389025,297.4398304,297.3316705
2.164,0.66,17.6,0.65976,2.94366866,245.3057217,371.8105397,371.6753359
2.081,0.639,15.8,0.63888,3.20501606,267.0846717,418.0513894,417.9728821
2.081,0.639,15.8,0.63888,3.32112539,276.7604492,433.1962953,433.1149439
2.081,0.639,15.8,0.63888,0.13089541,10.90795083,17.07355189,17.07034559
2.081,0.639,15.8,0.63888,0.60375862,50.31321833,78.75222003,78.73743088
2.164,0.66,17.6,0.65976,0.8510886,70.92405,107.4997726,107.4606818
2.164,0.66,17.6,0.65976,1.13727749,94.77312417,143.6478783,143.5956427
2.247,0.681,19.4,0.68064,1.02561568,85.46797333,125.5700125,125.5036319
2.247,0.681,19.4,0.68064,1.22853169,102.3776408,150.4137882,150.3342744
2.247,0.681,19.4,0.68064,1.12583,93.81916667,137.8396313,137.7667646
2.247,0.681,19.4,0.68064,1.19972152,99.97679333,146.88645,146.8088008
2.247,0.681,19.4,0.68064,4.16313062,346.9275517,509.7078509,509.4384019
2.247,0.681,19.4,0.68064,3.4843395,290.361625,426.600883,426.3753671
2.33,0.702,21.2,0.70152,2.10524509,175.4370908,250.0813816,249.9103858
2.414,0.722,23,0.7224,1.6691283,139.094025,192.5443314,192.6510042
2.497,0.743,24.8,0.74328,1.33213576,111.0113133,149.3532899,149.4095738
2.497,0.743,24.8,0.74328,1.16712157,97.26013083,130.8526139,130.9019258
2.497,0.743,24.8,0.74328,1.03511245,86.25937083,116.0523233,116.0960576
2.497,0.743,24.8,0.74328,0.79556158,66.29679833,89.19491757,89.22853073
2.497,0.743,24.8,0.74328,0.58370902,48.64241833,65.4429264,65.4675886
2.414,0.722,23,0.7224,0.67241469,56.0345575,77.56721692,77.61019044
2.414,0.722,23,0.7224,0.7857068,65.47556667,90.63616648,90.68638042
2.33,0.702,21.2,0.70152,0.915311,76.27591667,108.7294969,108.6551519
2.33,0.702,21.2,0.70152,1.18575783,98.8131525,140.8557881,140.7594765
2.247,0.681,19.4,0.68064,1.25795005,104.8291708,154.0155895,153.9341716
2.247,0.681,19.4,0.68064,1.39854181,116.5451508,171.2287712,171.1382538
2.164,0.66,17.6,0.65976,1.50990144,125.82512,190.7134716,190.6441212
2.164,0.66,17.6,0.65976,0,0,0,0
2.164,0.66,17.6,0.65976,0,0,0,0
2.081,0.639,15.8,0.63888,0.0519872,4.332266667,6.781033475,6.779760042
2.081,0.639,15.8,0.63888,0.140639,11.71991667,18.34447262,18.34102765
1.998,0.618,14,0.618,0.16599079,13.83256583,22.38279261,22.38279261
1.998,0.618,14,0.618,0.6811836,56.7653,91.85323625,91.85323625
1.998,0.618,14,0.618,1.08728207,90.60683917,146.6130084,146.6130084
1.998,0.618,14,0.618,1.64293018,136.9108483,221.5385895,221.5385895
1.915,0.597,12.2,0.59712,5.23195204,435.9960033,730.1647966,730.3115634
1.831,0.576,10.4,0.57624,5.18673895,432.2282458,750.0837252,750.3962601
1.915,0.597,12.2,0.59712,4.54880421,379.0670175,634.825525,634.9531281
2.081,0.639,15.8,0.63888,4.19117504,349.2645867,546.6826112,546.5799478
2.164,0.66,17.6,0.65976,3.82701673,318.9180608,483.3849594,483.2091831
2.247,0.681,19.4,0.68064,3.34153527,278.4612725,409.1168202,408.900547
2.247,0.681,19.4,0.68064,3.10039893,258.3665775,379.5935847,379.3929185
2.247,0.681,19.4,0.68064,3.23883933,269.9032775,396.5433673,396.3337408
2.247,0.681,19.4,0.68064,3.83406304,319.5052533,469.4188607,469.1707097
2.164,0.66,17.6,0.65976,4.17922807,348.2690058,527.8722654,527.6803119
2.081,0.639,15.8,0.63888,4.77081427,397.5678558,622.2887801,622.1719184
2.081,0.639,15.8,0.63888,5.08794788,423.9956567,663.6546091,663.5299791
2.081,0.639,15.8,0.63888,0.48555256,40.46271333,63.33382377,63.3219301
1.998,0.618,14,0.618,1.30155207,108.4626725,175.5059426,175.5059426
1.998,0.618,14,0.618,1.46092975,121.7441458,196.9969997,196.9969997
1.915,0.597,12.2,0.59712,1.91065472,159.2212267,266.6486245,266.7022222
1.915,0.597,12.2,0.59712,1.64743273,137.2860608,229.9136871,229.9599009
1.831,0.576,10.4,0.57624,2.19411649,182.8430408,317.3036249,317.4358348
1.831,0.576,10.4,0.57624,1.93977073,161.6475608,280.5212426,280.6381264
1.831,0.576,10.4,0.57624,2.63312713,219.4272608,380.7914425,380.9501056
1.748,0.555,8.6,0.55536,2.12503362,177.086135,318.8672843,319.0741171
1.748,0.555,8.6,0.55536,2.80423455,233.6862125,420.7832982,421.0562387
1.665,0.534,6.8,0.53448,2.2656354,188.80295,353.2460522,353.5635768
1.665,0.534,6.8,0.53448,3.00953877,250.7948975,469.2315849,469.6533661
1.665,0.534,6.8,0.53448,2.42242225,201.8685208,377.69144,378.0309379
1.665,0.534,6.8,0.53448,3.15423555,262.8529625,491.791952,492.2340122
1.748,0.555,8.6,0.55536,2.08431939,173.6932825,312.7579993,312.9608694
1.831,0.576,10.4,0.57624,2.2566103,188.0508583,326.3412091,326.4771846
1.915,0.597,12.2,0.59712,1.60518146,133.7651217,224.0171518,224.0621803
1.998,0.618,14,0.618,1.92885719,160.7380992,260.0940116,260.0940116
1.998,0.618,14,0.618,1.43482799,119.5689992,193.4773449,193.4773449
1.998,0.618,14,0.618,1.74332478,145.277065,235.076157,235.076157
1.998,0.618,14,0.618,1.30435521,108.6962675,175.883928,175.883928
1.998,0.618,14,0.618,1.69870746,141.558955,229.0597977,229.0597977
1.998,0.618,14,0.618,1.58705996,132.2549967,214.004849,214.004849
1.998,0.618,14,0.618,2.20839269,184.0327242,297.7875796,297.7875796
1.998,0.618,14,0.618,1.86284672,155.2372267,251.1929234,251.1929234
1.998,0.618,14,0.618,2.54956087,212.4634058,343.7919188,343.7919188
1.998,0.618,14,0.618,2.11523989,176.2699908,285.2265224,285.2265224
2.081,0.639,15.8,0.63888,2.69671188,224.72599,351.7499217,351.6838654
2.081,0.639,15.8,0.63888,2.03848675,169.8738958,265.8932755,265.8433425
2.081,0.639,15.8,0.63888,2.56067312,213.3894267,334.0054888,333.9427647
2.164,0.66,17.6,0.65976,1.94932343,162.4436192,246.2162289,246.1266957
2.164,0.66,17.6,0.65976,2.49028581,207.5238175,314.5444063,314.4300265
2.164,0.66,17.6,0.65976,2.00628191,167.1901592,253.4105723,253.318423
2.164,0.66,17.6,0.65976,2.61180831,217.6506925,329.8937379,329.7737765
2.164,0.66,17.6,0.65976,2.06454006,172.045005,260.7690751,260.67425
2.164,0.66,17.6,0.65976,2.61814135,218.1784458,330.693655,330.5734028
2.164,0.66,17.6,0.65976,7.61779135,634.8159458,962.1922303,961.8423422
2.164,0.66,17.6,0.65976,9.26377336,771.9811133,1170.093842,1169.668354
2.247,0.681,19.4,0.68064,6.1124087,509.3673917,748.3653498,747.9697381
2.33,0.702,21.2,0.70152,4.75103051,395.9192092,564.3733738,563.9874774
2.33,0.702,21.2,0.70152,3.7391666,311.5972167,444.174388,443.870679
2.414,0.722,23,0.7224,3.12744604,260.6205033,360.7703535,360.9702262
2.414,0.722,23,0.7224,3.05362257,254.4685475,352.254357,352.4495118
2.414,0.722,23,0.7224,2.60650625,217.2088542,300.6767084,300.8432883
2.414,0.722,23,0.7224,2.4328576,202.7381333,280.6452566,280.8007387
2.33,0.702,21.2,0.70152,2.42185407,201.8211725,287.6912597,287.4945477
2.247,0.681,19.4,0.68064,2.79540559,232.9504658,342.2520948,342.0711686
2.164,0.66,17.6,0.65976,3.55794892,296.4957433,449.3993927,449.2359747
2.081,0.639,15.8,0.63888,4.06744516,338.9537633,530.5437067,530.4440741
2.081,0.639,15.8,0.63888,3.6749423,306.2451917,479.3469692,479.256951
2.081,0.639,15.8,0.63888,4.02382235,335.3185292,524.8536958,524.7551317
1.998,0.618,14,0.618,4.11782384,343.1519867,555.2621143,555.2621143
1.915,0.597,12.2,0.59712,0.17699496,14.74958,24.70119909,24.70616415
1.831,0.576,10.4,0.57624,0.75436348,62.86362333,109.0927796,109.138235
1.831,0.576,10.4,0.57624,0.86286561,71.9054675,124.7838878,124.8358811
1.831,0.576,10.4,0.57624,1.32372493,110.3104108,191.4313668,191.5111299
1.748,0.555,8.6,0.55536,1.19180384,99.31698667,178.8335254,178.9495255
1.748,0.555,8.6,0.55536,1.54126295,128.4385792,231.2708498,231.4208634
1.665,0.534,6.8,0.53448,1.3381299,111.510825,208.6342333,208.8217697
1.665,0.534,6.8,0.53448,1.60492005,133.7433375,250.2307617,250.4556882
1.582,0.514,5,0.5136,4.62854703,385.7122525,750.9973764,750.4129426
1.582,0.514,5,0.5136,5.59910004,466.59167,908.4728777,907.7658949
1.665,0.534,6.8,0.53448,3.83410473,319.5087275,597.7936078,598.3309504
1.748,0.555,8.6,0.55536,2.92964035,244.1366958,439.600792,439.8859384
1.831,0.576,10.4,0.57624,2.26547753,188.7897942,327.6235495,327.7600593
1.831,0.576,10.4,0.57624,2.03569458,169.641215,294.3933344,294.5159983
1.831,0.576,10.4,0.57624,1.92321008,160.2675067,278.1263131,278.2421991
1.831,0.576,10.4,0.57624,1.4987066,124.8922167,216.7364582,216.826765
1.831,0.576,10.4,0.57624,1.60674424,133.8953533,232.3603938,232.4572106
1.831,0.576,10.4,0.57624,1.76611152,147.17596,255.4073997,255.5138194
1.831,0.576,10.4,0.57624,1.77639766,148.0331383,256.8949367,257.0019763
1.748,0.555,8.6,0.55536,2.00969744,167.4747867,301.5607654,301.7563724
1.748,0.555,8.6,0.55536,2.31719729,193.0997742,347.7019846,347.927521
1.748,0.555,8.6,0.55536,2.37626858,198.0223817,356.5657982,356.7970841
1.665,0.534,6.8,0.53448,2.77127263,230.9393858,432.0823713,432.47076
1.499,0.493,3.2,0.49272,3.00891946,250.7432883,508.8961039,508.6070757
1.333,0.451,-0.4,0.45096,0.07896814,6.580678333,14.59259875,14.59130451
1.166,0.409,-4,0.4092,0.23996026,19.99668833,48.8677623,48.89165852
1.083,0.388,-5.8,0.38832,0.74703974,62.25331167,160.3144614,160.4466796
1,1,-7.6,0.36744,0.76101705,63.4180875,172.5944032,63.4180875
1,1,-9.4,0.34656,1.23655633,103.0463608,297.3406072,103.0463608
1,1,-11.2,0.32568,1.21818413,101.5153442,311.7027271,101.5153442
1,1,-9.4,0.34656,1.80628159,150.5234658,434.3359471,150.5234658
